,Stock,Entry Date,Exit Date,Shares,Entry Share Price,Exit Share Price,Entry Portfolio Holding,Exit Portfolio Holding,Profit/Loss,Cumulative Profit/Loss
16,MSFT,2018-10-05,2018-10-22,100,108.3672103881836,105.95109558105469,10836.72103881836,10595.109558105469,-241.61148071289062,873.7030029296875
17,MSFT,2018-10-30,2018-11-02,100,100.24906921386719,102.59754943847656,10024.906921386719,10259.754943847656,234.8480224609375,1108.551025390625
18,MSFT,2018-11-13,2018-11-19,100,103.35137176513672,101.54602813720703,10335.137176513672,10154.602813720703,-180.53436279296875,928.0166625976562
19,MSFT,2018-11-23,2018-11-30,100,100.04157257080078,107.63179779052734,10004.157257080078,10763.179779052734,759.0225219726562,1687.0391845703125
20,MSFT,2018-12-03,2018-12-04,100,108.7965316772461,105.33141326904297,10879.65316772461,10533.141326904297,-346.5118408203125,1340.52734375
21,MSFT,2018-12-07,2018-12-10,100,101.74014282226562,104.42874908447266,10174.014282226562,10442.874908447266,268.8606262207031,1609.3879699707031
22,MSFT,2018-12-11,2018-12-13,100,105.39936828613281,106.23409271240234,10539.936828613281,10623.409271240234,83.47244262695312,1692.8604125976562
23,MSFT,2018-12-14,2018-12-18,100,102.91459655761719,100.91511535644531,10291.459655761719,10091.511535644531,-199.9481201171875,1492.9122924804688
24,MSFT,2018-12-28,2019-01-04,100,97.44031524658203,98.93505859375,9744.031524658203,9893.505859375,149.47433471679688,1642.3866271972656
25,MSFT,2019-01-11,2019-01-14,100,99.77951049804688,99.05152893066406,9977.951049804688,9905.152893066406,-72.79815673828125,1569.5884704589844
26,MSFT,2019-01-22,2019-01-24,100,102.57487487792969,103.07958984375,10257.487487792969,10307.958984375,50.47149658203125,1620.0599670410156
27,MSFT,2019-01-29,2019-01-30,100,99.9153823852539,103.25431823730469,9991.53823852539,10325.431823730469,333.8935852050781,1953.9535522460938
28,MSFT,2019-01-31,2019-02-12,100,101.3615951538086,103.74932098388672,10136.15951538086,10374.932098388672,238.7725830078125,2192.7261352539062
29,MSFT,2019-02-25,2019-02-26,100,108.7737808227539,109.52436828613281,10877.37808227539,10952.436828613281,75.05874633789062,2267.784881591797
30,MSFT,2019-02-27,2019-03-01,100,109.33915710449219,109.69007873535156,10933.915710449219,10969.007873535156,35.0921630859375,2302.8770446777344
31,MSFT,2019-03-12,2019-03-19,100,110.75255584716797,114.68085479736328,11075.255584716797,11468.085479736328,392.82989501953125,2695.7069396972656
32,MSFT,2019-03-26,2019-04-01,100,114.93429565429688,116.01628112792969,11493.429565429688,11601.628112792969,108.19854736328125,2803.905487060547
33,MSFT,2019-04-11,2019-04-12,100,117.293212890625,117.8975601196289,11729.3212890625,11789.75601196289,60.434722900390625,2864.3402099609375
34,MSFT,2019-04-16,2019-04-17,100,117.72211456298828,118.69688415527344,11772.211456298828,11869.688415527344,97.47695922851562,2961.817169189453
35,MSFT,2019-04-25,2019-05-09,100,125.89062499999999,122.33274078369142,12589.062499999998,12233.274078369142,-355.78842163085574,2606.0287475585974
36,MSFT,2019-05-10,2019-05-13,100,123.92160797119142,120.23699951171875,12392.160797119142,12023.699951171875,-368.46084594726744,2237.56790161133
37,MSFT,2019-05-17,2019-05-24,100,125.2999954223633,123.50956726074219,12529.99954223633,12350.956726074219,-179.0428161621112,2058.5250854492188
38,MSFT,2019-06-05,2019-06-13,100,123.10843658447267,129.45806884765625,12310.843658447267,12945.806884765625,634.9632263183576,2693.4883117675763
39,MSFT,2019-06-18,2019-06-19,100,132.23663330078125,132.75518798828125,13223.663330078125,13275.518798828125,51.85546875,2745.3437805175763
40,MSFT,2019-06-24,2019-06-26,100,134.79995727539062,131.0332489013672,13479.995727539062,13103.324890136719,-376.67083740234375,2368.6729431152326
41,MSFT,2019-06-27,2019-07-03,100,131.2484588623047,134.4868927001953,13124.845886230469,13448.689270019531,323.8433837890625,2692.516326904295
42,MSFT,2019-07-11,2019-07-15,100,135.4065704345703,135.89573669433594,13540.657043457031,13589.573669433594,48.9166259765625,2741.4329528808576
43,MSFT,2019-07-17,2019-07-18,100,133.32264709472656,133.46939086914062,13332.264709472656,13346.939086914062,14.67437744140625,2756.107330322264
44,MSFT,2019-07-19,2019-07-24,100,133.6650390625,137.67637634277344,13366.50390625,13767.637634277344,401.13372802734375,3157.2410583496076
45,MSFT,2019-07-26,2019-07-30,100,138.282958984375,137.31439208984375,13828.2958984375,13731.439208984375,-96.856689453125,3060.3843688964826
46,MSFT,2019-08-01,2019-08-14,100,135.0738983154297,131.51866149902344,13507.389831542969,13151.866149902344,-355.523681640625,2704.8606872558576
47,MSFT,2019-08-15,2019-08-16,100,131.2241668701172,133.62916564941406,13122.416687011719,13362.916564941406,240.4998779296875,2945.360565185545
48,MSFT,2019-08-20,2019-08-22,100,134.73841857910156,135.24884033203125,13473.841857910156,13524.884033203125,51.04217529296875,2996.402740478514
49,MSFT,2019-08-23,2019-08-26,100,130.93948364257812,132.96165466308594,13093.948364257812,13296.165466308594,202.21710205078125,3198.619842529295
50,MSFT,2019-08-29,2019-09-03,100,135.58258056640625,133.54080200195312,13558.258056640625,13354.080200195312,-204.1778564453125,2994.4419860839826
51,MSFT,2019-09-10,2019-09-13,100,133.580078125,134.79730224609375,13358.0078125,13479.730224609375,121.722412109375,3116.1643981933576
52,MSFT,2019-09-16,2019-09-17,100,133.8254852294922,134.86599731445312,13382.548522949219,13486.599731445312,104.05120849609375,3220.2156066894513
53,MSFT,2019-09-24,2019-10-02,100,134.85621643066406,132.17633056640625,13485.621643066406,13217.633056640625,-267.98858642578125,2952.22702026367
54,MSFT,2019-10-04,2019-10-14,100,135.58258056640625,136.98631286621094,13558.258056640625,13698.631286621094,140.37322998046875,3092.600250244139
55,MSFT,2019-10-23,2019-10-29,100,134.7187957763672,140.20606994628906,13471.879577636719,14020.606994628906,548.7274169921875,3641.3276672363263
56,MSFT,2019-10-30,2019-11-01,100,141.95339965820312,141.07974243164062,14195.339965820312,14107.974243164062,-87.36572265625,3553.9619445800763
57,MSFT,2019-11-04,2019-11-05,100,141.8944854736328,141.80615234375,14189.448547363281,14180.615234375,-8.83331298828125,3545.128631591795
58,MSFT,2019-11-06,2019-11-07,100,141.41346740722656,141.60980224609375,14141.346740722656,14160.980224609375,19.63348388671875,3564.762115478514
59,MSFT,2019-11-15,2019-11-18,100,147.21490478515625,147.578125,14721.490478515625,14757.8125,36.322021484375,3601.084136962889
60,MSFT,2019-11-22,2019-11-27,100,147.341552734375,150.030517578125,14734.1552734375,15003.0517578125,268.896484375,3869.980621337889
61,MSFT,2019-12-03,2019-12-10,100,147.0657501220703,148.85841369628906,14706.575012207031,14885.841369628906,179.266357421875,4049.246978759764
62,MSFT,2019-12-12,2019-12-16,100,150.9366912841797,153.1922607421875,15093.669128417969,15319.22607421875,225.55694580078125,4274.803924560545
63,MSFT,2019-12-17,2019-12-20,100,152.36488342285156,155.04403686523438,15236.488342285156,15504.403686523438,267.91534423828125,4542.719268798826
64,MSFT,2019-12-24,2019-12-27,100,155.0144500732422,156.57070922851562,15501.445007324219,15657.070922851562,155.62591552734375,4698.34518432617
65,MSFT,2019-12-30,2019-12-31,100,155.2213134765625,155.3296356201172,15522.13134765625,15532.963562011719,10.83221435546875,4709.177398681639
66,MSFT,2020-01-06,2020-01-16,100,156.6396942138672,163.67234802246094,15663.969421386719,16367.234802246094,703.265380859375,5412.442779541014
67,MSFT,2020-01-24,2020-01-27,100,162.559326171875,159.84080505371094,16255.9326171875,15984.080505371094,-271.85211181640625,5140.590667724608
68,MSFT,2020-01-31,2020-02-07,100,167.6713104248047,181.12600708007812,16767.13104248047,18112.600708007812,1345.4696655273438,6486.060333251951
69,MSFT,2020-02-11,2020-02-12,100,181.66773986816406,181.93368530273438,18166.773986816406,18193.368530273438,26.59454345703125,6512.654876708983
70,MSFT,2020-02-18,2020-02-20,100,184.4158172607422,182.14418029785156,18441.58172607422,18214.418029785156,-227.1636962890625,6285.49118041992
71,MSFT,2020-02-27,2020-03-11,100,156.2279815673828,151.734130859375,15622.798156738281,15173.4130859375,-449.38507080078125,5836.106109619139
72,MSFT,2020-03-13,2020-03-24,100,156.86996459960938,146.50942993164062,15686.996459960938,14650.942993164062,-1036.053466796875,4800.052642822264
73,MSFT,2020-03-31,2020-04-01,100,155.7637939453125,150.23291015625,15576.37939453125,15023.291015625,-553.08837890625,4246.964263916014
74,MSFT,2020-04-02,2020-04-03,100,153.3440399169922,151.93167114257812,15334.403991699219,15193.167114257812,-141.23687744140625,4105.727386474608
75,MSFT,2020-04-22,2020-04-30,100,171.37869262695312,176.9984893798828,17137.869262695312,17699.84893798828,561.9796752929688,4667.707061767576
76,MSFT,2020-05-06,2020-05-11,100,180.28738403320312,184.43556213378906,18028.738403320312,18443.556213378906,414.81781005859375,5082.52487182617
77,MSFT,2020-05-18,2020-05-26,100,182.62814331054688,179.82879638671875,18262.814331054688,17982.879638671875,-279.9346923828125,4802.590179443358
78,MSFT,2020-05-29,2020-06-01,100,181.49269104003906,181.07672119140625,18149.269104003906,18107.672119140625,-41.59698486328125,4760.993194580076
79,MSFT,2020-06-05,2020-06-08,100,185.40480041503906,186.55368041992188,18540.480041503906,18655.368041992188,114.88800048828125,4875.881195068358
80,MSFT,2020-06-09,2020-06-19,100,187.97988891601562,193.278564453125,18797.988891601562,19327.8564453125,529.8675537109375,5405.748748779295
81,MSFT,2020-06-26,2020-07-07,100,194.44723510742188,206.2529296875,19444.723510742188,20625.29296875,1180.5694580078125,6586.318206787108
82,MSFT,2020-07-08,2020-07-09,100,210.78903198242188,212.26473999023438,21078.903198242188,21226.473999023438,147.57080078125,6733.889007568358
83,MSFT,2020-07-14,2020-07-15,100,206.3519744873047,206.04493713378906,20635.19744873047,20604.493713378906,-30.7037353515625,6703.185272216795
84,MSFT,2020-07-16,2020-07-21,100,201.96446228027344,206.74815368652344,20196.446228027344,20674.815368652344,478.369140625,7181.554412841795
85,MSFT,2020-07-23,2020-07-31,100,200.59768676757812,203.04400634765625,20059.768676757812,20304.400634765625,244.6319580078125,7426.186370849608
86,MSFT,2020-08-07,2020-08-12,100,210.44236755371094,207.18394470214844,21044.236755371094,20718.394470214844,-325.84228515625,7100.344085693358
87,MSFT,2020-08-18,2020-08-20,100,209.46188354492188,213.0359649658203,20946.188354492188,21303.59649658203,357.40814208984375,7457.752227783201
88,MSFT,2020-08-27,2020-09-02,100,224.9496307373047,229.98313903808594,22494.96307373047,22998.313903808594,503.350830078125,7961.103057861326
89,MSFT,2020-09-08,2020-09-17,100,201.2017364501953,201.449951171875,20120.17364501953,20144.9951171875,24.82147216796875,7985.924530029295
90,MSFT,2020-09-25,2020-10-02,100,206.32461547851562,204.70635986328125,20632.461547851562,20470.635986328125,-161.8255615234375,7824.098968505858
91,MSFT,2020-10-08,2020-10-14,100,209.0647735595703,219.27078247070312,20906.47735595703,21927.078247070312,1020.6008911132812,8844.699859619139
92,MSFT,2020-10-21,2020-10-22,100,213.25439453125,213.34375,21325.439453125,21334.375,8.935546875,8853.635406494139
93,MSFT,2020-10-28,2020-11-06,100,201.22158813476562,222.11021423339844,20122.158813476562,22211.021423339844,2088.8626098632812,10942.49801635742
94,MSFT,2020-11-12,2020-11-18,100,213.88978576660156,210.10980224609375,21388.978576660156,21010.980224609375,-377.99835205078125,10564.499664306639
95,MSFT,2020-11-27,2020-11-30,100,214.24070739746094,213.08607482910156,21424.070739746094,21308.607482910156,-115.4632568359375,10449.036407470701
96,MSFT,2020-12-01,2020-12-03,100,215.2162322998047,213.25527954101562,21521.62322998047,21325.527954101562,-196.09527587890625,10252.941131591795
97,MSFT,2020-12-10,2020-12-11,100,209.55238342285156,212.27976989746094,20955.238342285156,21227.976989746094,272.7386474609375,10525.679779052733
98,MSFT,2020-12-14,2020-12-21,100,213.2154541015625,221.56689453125,21321.54541015625,22156.689453125,835.14404296875,11360.823822021483
99,MSFT,2020-12-28,2020-12-30,100,223.92599487304688,220.66107177734375,22392.599487304688,22066.107177734375,-326.4923095703125,11034.33151245117
100,MSFT,2021-01-07,2021-01-08,100,217.28665161132812,218.6105499267578,21728.665161132812,21861.05499267578,132.38983154296875,11166.721343994139
101,MSFT,2021-01-11,2021-01-15,100,216.49034118652344,211.67257690429688,21649.034118652344,21167.257690429688,-481.77642822265625,10684.944915771483
102,MSFT,2021-01-25,2021-01-28,100,228.47499084472656,237.831787109375,22847.499084472656,23783.1787109375,935.6796264648438,11620.624542236326
103,MSFT,2021-02-04,2021-02-09,100,240.8976287841797,242.6495361328125,24089.76287841797,24264.95361328125,175.19073486328125,11795.815277099608
104,MSFT,2021-02-19,2021-03-11,100,240.41485595703125,236.58370971679688,24041.485595703125,23658.370971679688,-383.1146240234375,11412.70065307617
105,MSFT,2021-03-12,2021-03-15,100,235.20687866210938,234.26904296875,23520.687866210938,23426.904296875,-93.7835693359375,11318.917083740233
106,MSFT,2021-03-16,2021-03-17,100,237.16236877441406,236.49391174316406,23716.236877441406,23649.391174316406,-66.845703125,11252.071380615233
107,MSFT,2021-03-24,2021-03-30,100,234.9175567626953,231.3158721923828,23491.75567626953,23131.58721923828,-360.16845703125,10891.902923583983
108,MSFT,2021-04-07,2021-04-13,100,249.32427978515628,257.8945007324219,24932.42797851563,25789.450073242188,857.0220947265589,11748.925018310541
109,MSFT,2021-04-20,2021-04-23,100,257.6650390625,260.5483703613281,25766.50390625,26054.837036132812,288.3331298828125,12037.258148193354
110,MSFT,2021-04-26,2021-04-27,100,260.94744873046875,261.3664855957031,26094.744873046875,26136.648559570312,41.9036865234375,12079.161834716791
111,MSFT,2021-04-29,2021-05-06,100,251.92826843261716,249.15467834472656,25192.826843261715,24915.467834472656,-277.35900878905886,11801.802825927733
112,MSFT,2021-05-13,2021-05-24,100,242.47010803222656,250.7799987792969,24247.010803222656,25077.99987792969,830.9890747070349,12632.791900634767
